"LIDNUM","ORDER","FAMILY","GENUS","SPECIES","SUBORDERORSUPERFAMILY","SUBFAMILY","MAX_AGE","MIN_AGE","LAT","LONG","COUNTRY","STATE","COUNTY","LOC_SYNONYMS","BODYMASS","DIET_1","DIET_2","DIET_3","LOCOMO1","LOCOMO2","LOCOMO3"
27295,"Proboscidea","Gomphotheriidae","Anancus","arvernensis","\N","\N",5.3,5,38.7020091,-0.4771982,"Spain","Alicante","\N","\N","3827422","p","herbivore","br/gr","te","surficial","graviportal"
27295,"Artiodactyla","Suidae","Sus","arvernensis","\N","Suinae",5.3,5,38.7020091,-0.4771982,"Spain","Alicante","\N","\N","\N","o","omnivore","plant_dom","te","surficial","gen_quad"
27295,"Artiodactyla","Bovidae","Alephis","boodon","\N","\N",5.3,5,38.7020091,-0.4771982,"Spain","Alicante","\N","\N","\N","p","herbivore","graze","te","surficial","\N"
27295,"Carnivora","Ursidae","Agriotherium","insigne","\N","\N",5.3,5,38.7020091,-0.4771982,"Spain","Alicante","\N","\N","285000","o","omnivore","\N","te","\N","\N"
27295,"Carnivora","Ursidae","Ursus","boeckhi","\N","\N",5.3,5,38.7020091,-0.4771982,"Spain","Alicante","\N","\N","0","o","omnivore","\N","te","\N","\N"
21138,"Artiodactyla","Cervidae","indet.","indet.","\N","\N",12.2,11.5,47.9,28.5,"Ukraine","Near Krivoj Rog","\N","\N","\N","p","herbivore","\N","te","surficial","\N"
21138,"Artiodactyla","Giraffidae","indet.","indet.","\N","\N",12.2,11.5,47.9,28.5,"Ukraine","Near Krivoj Rog","\N","\N","\N","p","herbivore","\N","te","surficial","\N"
21138,"Artiodactyla","Bovidae","indet.","indet.","\N","Antilopini",12.2,11.5,47.9,28.5,"Ukraine","Near Krivoj Rog","\N","\N","\N","p","herbivore","\N","te","surficial","gen_quad"
21138,"Perissodactyla","Rhinocerotidae","indet.","indet.","\N","\N",12.2,11.5,47.9,28.5,"Ukraine","Near Krivoj Rog","\N","\N","\N","p","herbivore","\N","te","surficial","gen_quad"
21138,"Perissodactyla","Equidae","indet.","indet.","\N","Hipparionini",12.2,11.5,47.9,28.5,"Ukraine","Near Krivoj Rog","\N","\N","\N","p","herbivore","\N","te","\N","\N"
21411,"Proboscidea","Gomphotheriidae","Anancus","arvernensis","\N","\N",7.6,7.1,37.233,-3.567,"Spain","\N","\N","\N","3827422","p","herbivore","br/gr","te","surficial","graviportal"
21411,"Proboscidea","Deinotheriidae","Deinotherium","indet.","\N","\N",7.6,7.1,37.233,-3.567,"Spain","\N","\N","\N","\N","p","herbivore","\N","te","\N","\N"
23068,"Carnivora","Ursidae","Hemicyon","sansaniensis","\N","\N",14.2,12.85,38.917,-3.083,"Spain","\N","Madrid","\N","\N","\N","\N","\N","te","\N","\N"
23068,"Perissodactyla","Equidae","Anchitherium","indet.","\N","Anchitheriinae",14.2,12.85,38.917,-3.083,"Spain","\N","Madrid","\N","\N","p","herbivore","browse","te","surficial","cursorial"
27274,"Carnivora","Felidae","Pseudaelurus","quadridentatus","\N","\N",14.2,12.85,40.4047385461321,-3.72260570526123,"Spain","Madrid","\N","Túneles","30000","a","carnivore","meat_only","te","scansorial","gen_quad"
27274,"Carnivora","Ursidae","indet.","indet.","\N","Hemicyoninae",14.2,12.85,40.4047385461321,-3.72260570526123,"Spain","Madrid","\N","Túneles","\N","\N","\N","\N","te","\N","\N"
27274,"Artiodactyla","Suidae","Conohyus","simorrensis","\N","Tetraconodontinae",14.2,12.85,40.4047385461321,-3.72260570526123,"Spain","Madrid","\N","Túneles","91725","o","omnivore","plant_dom","te","surficial","gen_quad"
27274,"Perissodactyla","Rhinocerotidae","Alicornops","simorrensis","\N","\N",14.2,12.85,40.4047385461321,-3.72260570526123,"Spain","Madrid","\N","Túneles","735251","p","herbivore","browse","te","surficial","cursorial"
27274,"Artiodactyla","Bovidae","Tethytragus","indet.","\N","\N",14.2,12.85,40.4047385461321,-3.72260570526123,"Spain","Madrid","\N","Túneles","\N","p","herbivore","browse","te","surficial","\N"
27274,"Proboscidea","Gomphotheriidae","Gomphotherium","angustidens","\N","\N",14.2,12.85,40.4047385461321,-3.72260570526123,"Spain","Madrid","\N","Túneles","3629130","p","herbivore","br/gr","te","surficial","graviportal"
27274,"Artiodactyla","Moschidae","Hispanomeryx","aragonensis","\N","\N",14.2,12.85,40.4047385461321,-3.72260570526123,"Spain","Madrid","\N","Túneles","\N","p","herbivore","\N","te","\N","\N"
27274,"Artiodactyla","Cervidae","Heteroprox","moralesi","\N","\N",14.2,12.85,40.4047385461321,-3.72260570526123,"Spain","Madrid","\N","Túneles","\N","p","herbivore","\N","te","\N","\N"
27274,"Perissodactyla","Equidae","Anchitherium","cursor","\N","\N",14.2,12.85,40.4047385461321,-3.72260570526123,"Spain","Madrid","\N","Túneles","196673","p","herbivore","\N","te","\N","\N"
24365,"Perissodactyla","Rhinocerotidae","Stephanorhinus","indet.","\N","\N",3.56,2.6,40.3333,21.5,"Greece","\N","\N","\N","\N","p","herbivore","\N","te","surficial","\N"
20858,"Perissodactyla","Equidae","Cremohipparion","mediterraneum","\N","\N",8.9,5.3,39.5,22.5,"Greece","\N","\N","\N","187000","p","herbivore","br/gr","te","surficial","cursorial"
20858,"Artiodactyla","Giraffidae","Helladotherium","duvernoyi","\N","\N",8.9,5.3,39.5,22.5,"Greece","\N","\N","\N","1604972","p","herbivore","browse","te","surficial","\N"
20858,"Artiodactyla","Bovidae","Tragoportax","amalthea","\N","\N",8.9,5.3,39.5,22.5,"Greece","\N","\N","\N","150294","p","herbivore","br/gr","te","surficial","\N"
20858,"Artiodactyla","Bovidae","Palaeoryx","indet.","\N","\N",8.9,5.3,39.5,22.5,"Greece","\N","\N","\N","\N","p","herbivore","\N","te","\N","\N"
21034,"Proboscidea","Elephantidae","indet.","indet.","\N","\N",3.55,1.9,39.15,22.45,"Greece","\N","Thessaly","\N","\N","p","herbivore","br/gr","te","surficial","graviportal"
21034,"Perissodactyla","Equidae","Equus","stenonis","\N","\N",3.55,1.9,39.15,22.45,"Greece","\N","Thessaly","\N","429622","p","herbivore","graze","te","surficial","cursorial"
21034,"Artiodactyla","Bovidae","Gazellospira","torticornis","\N","\N",3.55,1.9,39.15,22.45,"Greece","\N","Thessaly","\N","134791","p","herbivore","\N","te","surficial","cursorial"
21034,"Carnivora","Canidae","Canis","indet.","\N","\N",3.55,1.9,39.15,22.45,"Greece","\N","Thessaly","\N","\N","\N","\N","\N","te","\N","\N"
21034,"Carnivora","Canidae","Canis","etruscus","\N","\N",3.55,1.9,39.15,22.45,"Greece","\N","Thessaly","\N","20635","a","carnivore","meat","te","surficial","\N"
21034,"Perissodactyla","Rhinocerotidae","indet.","indet.","\N","\N",3.55,1.9,39.15,22.45,"Greece","\N","Thessaly","\N","\N","p","herbivore","\N","te","surficial","gen_quad"
21034,"Perissodactyla","Equidae","Equus","indet.","\N","\N",3.55,1.9,39.15,22.45,"Greece","\N","Thessaly","\N","\N","p","herbivore","graze","te","surficial","cursorial"
21034,"Carnivora","Canidae","Canis","arnensis","\N","\N",3.55,1.9,39.15,22.45,"Greece","\N","Thessaly","\N","30000","a","carnivore","meat","te","\N","\N"
21034,"Carnivora","Felidae","Panthera","gombaszoegensis","\N","\N",3.55,1.9,39.15,22.45,"Greece","\N","Thessaly","\N","\N","a","carnivore","\N","te","\N","\N"
20111,"Carnivora","incertae sedis","Palaeogale","indet.","\N","\N",17.2,16.4,38.425,24.0388888888889,"Greece","\N","\N","\N","\N","a","carnivore","meat","te","surficial","gen_quad"
20111,"Carnivora","Viverridae","Euboictis","aliverensis","\N","\N",17.2,16.4,38.425,24.0388888888889,"Greece","\N","\N","\N","\N","\N","\N","\N","te","\N","\N"
21287,"Carnivora","Mustelidae","Plesiogulo","indet.","\N","\N",7.6,7.1,40.3333333333333,-1.0833,"Spain","Province of Teruel","\N","Algezares: Aljezar: Aljezares","17000","a","carnivore","\N","te","surficial","gen_quad"
21287,"Carnivora","Mustelidae","Paludolutra","lluecai","\N","\N",7.6,7.1,40.3333333333333,-1.0833,"Spain","Province of Teruel","\N","Algezares: Aljezar: Aljezares","\N","a","invert","hard","sa","\N","\N"
21287,"Carnivora","Hyaenidae","Plioviverrops","guerini","\N","\N",7.6,7.1,40.3333333333333,-1.0833,"Spain","Province of Teruel","\N","Algezares: Aljezar: Aljezares","6000","a","invert","mixed","te","surficial","gen_quad"
21287,"Perissodactyla","Equidae","Hippotherium","primigenium","\N","\N",7.6,7.1,40.3333333333333,-1.0833,"Spain","Province of Teruel","\N","Algezares: Aljezar: Aljezares","243008","p","herbivore","br/gr","te","surficial","cursorial"
21287,"Carnivora","Mustelidae","Martes","basilii","\N","\N",7.6,7.1,40.3333333333333,-1.0833,"Spain","Province of Teruel","\N","Algezares: Aljezar: Aljezares","3000","a","carnivore","meat","\N","\N","\N"
21287,"Artiodactyla","Bovidae","indet.","indet.","\N","\N",7.6,7.1,40.3333333333333,-1.0833,"Spain","Province of Teruel","\N","Algezares: Aljezar: Aljezares","\N","p","herbivore","\N","te","surficial","\N"
21287,"Artiodactyla","Cervidae","indet.","indet.","\N","\N",7.6,7.1,40.3333333333333,-1.0833,"Spain","Province of Teruel","\N","Algezares: Aljezar: Aljezares","\N","p","herbivore","\N","te","surficial","\N"
21287,"Carnivora","Felidae","Machairodus","indet.","\N","\N",7.6,7.1,40.3333333333333,-1.0833,"Spain","Province of Teruel","\N","Algezares: Aljezar: Aljezares","\N","a","carnivore","meat_only","te","surficial","gen_quad"
21287,"Carnivora","Percrocutidae","Dinocrocuta","gigantea","\N","\N",7.6,7.1,40.3333333333333,-1.0833,"Spain","Province of Teruel","\N","Algezares: Aljezar: Aljezares","381105","a","carnivore","m/bone","te","\N","\N"
20391,"Carnivora","Felidae","Felis","indet.","\N","\N",2.5,1.9,40.17,-0.17,"Spain","Province of Castelló","\N","Casablanca-1: Casablanca","\N","a","carnivore","meat_only","te","\N","\N"
20391,"Carnivora","Canidae","Vulpes","alopecoides","\N","\N",2.5,1.9,40.17,-0.17,"Spain","Province of Castelló","\N","Casablanca-1: Casablanca","11000","o","omnivore","meat","te","surficial","\N"
20391,"Carnivora","Ursidae","Ursus","etruscus","\N","\N",2.5,1.9,40.17,-0.17,"Spain","Province of Castelló","\N","Casablanca-1: Casablanca","90000","o","omnivore","\N","te","surficial","gen_quad"
20391,"Perissodactyla","Equidae","Equus","stenonis","\N","\N",2.5,1.9,40.17,-0.17,"Spain","Province of Castelló","\N","Casablanca-1: Casablanca","429622","p","herbivore","graze","te","surficial","cursorial"
20391,"Artiodactyla","Bovidae","Gazellospira","torticornis","\N","\N",2.5,1.9,40.17,-0.17,"Spain","Province of Castelló","\N","Casablanca-1: Casablanca","134791","p","herbivore","\N","te","surficial","cursorial"
20391,"Artiodactyla","Bovidae","Leptobos","indet.","\N","\N",2.5,1.9,40.17,-0.17,"Spain","Province of Castelló","\N","Casablanca-1: Casablanca","\N","p","herbivore","graze","te","surficial","\N"
20391,"Artiodactyla","Bovidae","Praeovibos","indet.","\N","\N",2.5,1.9,40.17,-0.17,"Spain","Province of Castelló","\N","Casablanca-1: Casablanca","\N","p","herbivore","\N","te","surficial","\N"
20391,"Artiodactyla","Cervidae","Eucladoceros","indet.","\N","\N",2.5,1.9,40.17,-0.17,"Spain","Province of Castelló","\N","Casablanca-1: Casablanca","\N","p","herbivore","\N","te","surficial","\N"
20391,"Carnivora","Canidae","Canis","etruscus","\N","\N",2.5,1.9,40.17,-0.17,"Spain","Province of Castelló","\N","Casablanca-1: Casablanca","20635","a","carnivore","meat","te","surficial","\N"
20391,"Perissodactyla","Rhinocerotidae","indet.","indet.","\N","\N",2.5,1.9,40.17,-0.17,"Spain","Province of Castelló","\N","Casablanca-1: Casablanca","\N","p","herbivore","\N","te","surficial","gen_quad"
20391,"Primates","Cercopithecidae","Paradolichopithecus","indet.","\N","\N",2.5,1.9,40.17,-0.17,"Spain","Province of Castelló","\N","Casablanca-1: Casablanca","\N","p","herbivore","\N","te","scansorial","\N"
20391,"Carnivora","Felidae","Lynx","indet.","\N","\N",2.5,1.9,40.17,-0.17,"Spain","Province of Castelló","\N","Casablanca-1: Casablanca","\N","a","carnivore","meat_only","te","\N","\N"
20391,"Artiodactyla","Bovidae","Procamptoceras","brivatense","\N","\N",2.5,1.9,40.17,-0.17,"Spain","Province of Castelló","\N","Casablanca-1: Casablanca","\N","p","herbivore","\N","te","surficial","\N"
20391,"Carnivora","Hyaenidae","Pachycrocuta","brevirostris","\N","\N",2.5,1.9,40.17,-0.17,"Spain","Province of Castelló","\N","Casablanca-1: Casablanca","120000","a","carnivore","m/bone","te","surficial","gen_quad"
20391,"Artiodactyla","Cervidae","Metacervoceros","rhenanus","\N","\N",2.5,1.9,40.17,-0.17,"Spain","Province of Castelló","\N","Casablanca-1: Casablanca","\N","p","herbivore","\N","te","\N","\N"
24771,"Carnivora","Mustelidae","Meles","thorali","\N","\N",3.55,2.5,40.17,-0.17,"Spain","Prov. of Castellón","\N","Casablanca B","16000","o","omnivore","anim_dom","te","surficial","\N"
20073,"Artiodactyla","Bovidae","indet.","indet.","\N","\N",7.1,5.3,40,0,"Spain","Province of Castelló","\N","Almenara-M: Casablanca-M","\N","p","herbivore","\N","te","surficial","\N"
20073,"Carnivora","Canidae","Nyctereutes","indet.","\N","\N",7.1,5.3,40,0,"Spain","Province of Castelló","\N","Almenara-M: Casablanca-M","\N","o","omnivore","\N","te","surficial","gen_quad"
20073,"Carnivora","Felidae","indet.","indet.","\N","\N",7.1,5.3,40,0,"Spain","Province of Castelló","\N","Almenara-M: Casablanca-M","\N","a","carnivore","meat_only","te","surficial","sub_curs"
20073,"Primates","Cercopithecidae","Macaca","sylvana","\N","\N",7.1,5.3,40,0,"Spain","Province of Castelló","\N","Almenara-M: Casablanca-M","\N","\N","\N","\N","te","\N","\N"
20614,"Perissodactyla","Equidae","Hippotherium","primigenium","\N","\N",8.9,7.6,47,92.6,"Mongolia","\N","\N","\N","243008","p","herbivore","br/gr","te","surficial","cursorial"
20614,"Artiodactyla","Giraffidae","Samotherium","mongoliense","\N","\N",8.9,7.6,47,92.6,"Mongolia","\N","\N","\N","600000","p","herbivore","br/gr","te","surficial","\N"
20614,"Artiodactyla","Bovidae","Tragoportax","indet.","\N","\N",8.9,7.6,47,92.6,"Mongolia","\N","\N","\N","\N","p","herbivore","br/gr","te","surficial","\N"
20614,"Perissodactyla","Rhinocerotidae","Chilotherium","indet.","\N","\N",8.9,7.6,47,92.6,"Mongolia","\N","\N","\N","\N","p","herbivore","\N","te","surficial","gen_quad"
20614,"Artiodactyla","Bovidae","Gazella","indet.","\N","\N",8.9,7.6,47,92.6,"Mongolia","\N","\N","\N","\N","p","herbivore","graze","te","surficial","\N"
20614,"Carnivora","Hyaenidae","Ictitherium","indet.","\N","\N",8.9,7.6,47,92.6,"Mongolia","\N","\N","\N","\N","a","carnivore","meat","te","surficial","gen_quad"
20614,"Proboscidea","Mammutidae","Mammut","borsoni","\N","\N",8.9,7.6,47,92.6,"Mongolia","\N","\N","\N","8543657","p","herbivore","browse","te","surficial","graviportal"
20614,"Perissodactyla","Equidae","Hipparion","hippidiodus","\N","\N",8.9,7.6,47,92.6,"Mongolia","\N","\N","\N","\N","p","herbivore","graze","te","surficial","cursorial"
20614,"Perissodactyla","Equidae","Hipparion","hippidiodus","\N","\N",8.9,7.6,47,92.6,"Mongolia","\N","\N","\N","\N","p","herbivore","graze","te","surficial","cursorial"
20614,"Perissodactyla","Rhinocerotidae","Sinotherium","indet.","\N","\N",8.9,7.6,47,92.6,"Mongolia","\N","\N","\N","\N","p","herbivore","graze","te","surficial","\N"
20614,"Artiodactyla","Cervidae","Cervavitus","indet.","\N","\N",8.9,7.6,47,92.6,"Mongolia","\N","\N","\N","\N","p","herbivore","browse","te","surficial","\N"
20614,"Proboscidea","indet.","indet.","indet.","\N","\N",8.9,7.6,47,92.6,"Mongolia","\N","\N","\N","\N","p","herbivore","\N","te","surficial","graviportal"
20614,"Artiodactyla","Bovidae","Gazella","indet.","\N","\N",8.9,7.6,47,92.6,"Mongolia","\N","\N","\N","\N","p","herbivore","\N","te","surficial","\N"
20614,"Artiodactyla","Bovidae","Gazella","paotehensis","\N","\N",8.9,7.6,47,92.6,"Mongolia","\N","\N","\N","23000","p","herbivore","\N","te","surficial","\N"
20614,"Perissodactyla","Equidae","Hipparion","theobaldi","\N","\N",8.9,7.6,47,92.6,"Mongolia","\N","\N","\N","\N","p","herbivore","\N","te","surficial","cursorial"
20614,"Perissodactyla","Rhinocerotidae","Chilotherium","wimani","\N","\N",8.9,7.6,47,92.6,"Mongolia","\N","\N","\N","1443371","p","herbivore","browse","te","surficial","gen_quad"
20614,"Artiodactyla","Bovidae","Gazella","gaudryi","\N","\N",8.9,7.6,47,92.6,"Mongolia","\N","\N","\N","17494","p","herbivore","\N","te","surficial","\N"
20614,"Carnivora","Percrocutidae","Dinocrocuta","gigantea","\N","\N",8.9,7.6,47,92.6,"Mongolia","\N","\N","\N","381105","a","carnivore","m/bone","te","\N","\N"
20614,"Perissodactyla","Equidae","Hipparion","theobaldi","\N","\N",8.9,7.6,47,92.6,"Mongolia","\N","\N","\N","\N","p","herbivore","\N","te","\N","\N"
24298,"Perissodactyla","Rhinocerotidae","indet.","indet.","\N","\N",23.8,5.3,48.3275,9.77,"Germany","\N","\N","\N","\N","p","herbivore","\N","te","surficial","gen_quad"
24298,"Proboscidea","Gomphotheriidae","Gomphotherium","indet.","\N","\N",23.8,5.3,48.3275,9.77,"Germany","\N","\N","\N","\N","p","herbivore","browse","te","surficial","graviportal"
24298,"Artiodactyla","indet.","indet.","indet.","\N","\N",23.8,5.3,48.3275,9.77,"Germany","\N","\N","\N","\N","p","herbivore","\N","te","surficial","cursorial"
23559,"Proboscidea","Deinotheriidae","Prodeinotherium","bavaricum","\N","\N",16.4,12.85,38.766,28.953,"Turkey","\N","Manisa","Manisa Selendi-Altinkoy: Altinkoy","4400000","p","herbivore","\N","te","surficial","graviportal"
21316,"Carnivora","Mustelidae","Hadrictis","fricki","\N","\N",11.2,7.1,48.25,13.583,"Austria","\N","\N","\N","55000","\N","\N","\N","\N","\N","\N"
23153,"Proboscidea","Deinotheriidae","Prodeinotherium","bavaricum","\N","\N",23.8,11.467,49.75,8.167,"Germany","\N","\N","Alzey: Gaglenberg","4400000","p","herbivore","\N","te","surficial","graviportal"
24373,"Carnivora","Ursidae","Plithocyon","armagnacensis","\N","\N",16.4,14.2,48.3667,16.3333,"Austria","\N","\N","\N","98667","a","carnivore","meat","te","surficial","cursorial"
23345,"Perissodactyla","Rhinocerotidae","Chilotherium","schlosseri","\N","\N",7.1,5.3,37.651,28.48,"Turkey","\N","Bozdogan","Amasya","753314","p","herbivore","br/gr","te","surficial","gen_quad"
23345,"Artiodactyla","Bovidae","indet.","indet.","\N","\N",7.1,5.3,37.651,28.48,"Turkey","\N","Bozdogan","Amasya","\N","p","herbivore","\N","te","surficial","\N"
23345,"Artiodactyla","Giraffidae","Helladotherium","indet.","\N","\N",7.1,5.3,37.651,28.48,"Turkey","\N","Bozdogan","Amasya","800000","p","herbivore","\N","te","surficial","\N"
23345,"Perissodactyla","Equidae","Hipparion","indet.","\N","\N",7.1,5.3,37.651,28.48,"Turkey","\N","Bozdogan","Amasya","\N","p","herbivore","graze","te","surficial","hyper_curs"
23345,"Carnivora","Percrocutidae","Percrocuta","eximia","\N","\N",7.1,5.3,37.651,28.48,"Turkey","\N","Bozdogan","Amasya","\N","\N","\N","\N","\N","\N","\N"
23345,"Proboscidea","Gomphotheriidae","Tetralophodon","grandincisivum","\N","\N",7.1,5.3,37.651,28.48,"Turkey","\N","Bozdogan","Amasya","\N","p","herbivore","\N","te","\N","\N"
23345,"Perissodactyla","Rhinocerotidae","Pliodiceros","neumayri","\N","\N",7.1,5.3,37.651,28.48,"Turkey","\N","Bozdogan","Amasya","1832296","p","herbivore","graze","te","surficial","gen_quad"
21314,"Carnivora","incertae sedis","Palaeogale","praehyaenoides","\N","\N",21.7,19.5,50.5,8.5,"Germany","\N","\N","Amoneburg","\N","\N","\N","\N","\N","\N","\N"
20628,"Carnivora","Hyaenidae","Ictitherium","indet.","\N","\N",11.2,9.5,42.3675,112.7408,"China","Nei Mongol","Suniteyou Qi","\N","\N","a","carnivore","meat","te","surficial","gen_quad"
20628,"Perissodactyla","Rhinocerotidae","indet.","indet.","\N","\N",11.2,9.5,42.3675,112.7408,"China","Nei Mongol","Suniteyou Qi","\N","\N","p","herbivore","\N","te","surficial","gen_quad"
20628,"Artiodactyla","Cervidae","Dicrocerus","indet.","\N","\N",11.2,9.5,42.3675,112.7408,"China","Nei Mongol","Suniteyou Qi","\N","\N","p","herbivore","\N","te","surficial","\N"
20628,"Artiodactyla","Moschidae","Micromeryx","indet.","\N","\N",11.2,9.5,42.3675,112.7408,"China","Nei Mongol","Suniteyou Qi","\N","\N","p","herbivore","\N","te","surficial","\N"
20628,"Proboscidea","indet.","indet.","indet.","\N","\N",11.2,9.5,42.3675,112.7408,"China","Nei Mongol","Suniteyou Qi","\N","\N","p","herbivore","\N","te","surficial","graviportal"
20628,"Carnivora","Ursidae","Plithocyon","teilhardi","\N","\N",11.2,9.5,42.3675,112.7408,"China","Nei Mongol","Suniteyou Qi","\N","\N","\N","\N","\N","te","\N","\N"
20628,"Perissodactyla","Equidae","Anchitherium","indet.","\N","Anchitheriinae",11.2,9.5,42.3675,112.7408,"China","Nei Mongol","Suniteyou Qi","\N","\N","p","herbivore","browse","te","surficial","cursorial"
20135,"Carnivora","Ursidae","Indarctos","atticus","\N","\N",7.1,5.3,47.7,30,"Ukraine","\N","\N","Ananiev: Ananjew","205867","a","carnivore","meat","te","surficial","\N"
20135,"Perissodactyla","Rhinocerotidae","Dihoplus","schleiermacheri","\N","\N",7.1,5.3,47.7,30,"Ukraine","\N","\N","Ananiev: Ananjew","1541149","p","herbivore","browse","te","surficial","gen_quad"
20135,"Artiodactyla","Cervidae","Neomegaloceros","gracilis","\N","\N",7.1,5.3,47.7,30,"Ukraine","\N","\N","Ananiev: Ananjew","85000","p","herbivore","br/gr","te","surficial","\N"
20135,"Proboscidea","Mammutidae","Mammut","borsoni","\N","\N",7.1,5.3,47.7,30,"Ukraine","\N","\N","Ananiev: Ananjew","8543657","p","herbivore","browse","te","surficial","graviportal"
20135,"Proboscidea","Deinotheriidae","Deinotherium","giganteum","\N","\N",7.1,5.3,47.7,30,"Ukraine","\N","\N","Ananiev: Ananjew","11240000","p","herbivore","browse","te","surficial","graviportal"
21146,"Artiodactyla","Camelidae","Procamelus","chersonensis","\N","\N",13.6,7.1,47.97,33.4,"Ukraine","\N","\N","\N","\N","p","herbivore","\N","\N","\N","\N"
21205,"Artiodactyla","Cervidae","Cervavitus","variabilis","\N","\N",2.59,2.59,46.8,30,"Ukraine","Odessa region","\N","\N","65000","p","herbivore","browse","te","surficial","\N"
21205,"Artiodactyla","Cervidae","Eostyloceros","blainvillei","\N","\N",2.59,2.59,46.8,30,"Ukraine","Odessa region","\N","\N","\N","p","herbivore","\N","te","surficial","\N"
23180,"Proboscidea","Deinotheriidae","Deinotherium","giganteum","\N","\N",11.5,7.1,48.367,16.817,"Austria","\N","\N","\N","11240000","p","herbivore","browse","te","surficial","graviportal"
20862,"Artiodactyla","Giraffidae","Helladotherium","duvernoyi","\N","\N",8.9,5.3,41,23.5,"Greece","\N","\N","\N","1604972","p","herbivore","browse","te","surficial","\N"
20862,"Artiodactyla","Bovidae","Gazella","indet.","\N","\N",8.9,5.3,41,23.5,"Greece","\N","\N","\N","\N","p","herbivore","graze","te","surficial","\N"
20862,"Perissodactyla","Equidae","indet.","indet.","\N","Hipparionini",8.9,5.3,41,23.5,"Greece","\N","\N","\N","\N","p","herbivore","\N","te","surficial","cursorial"
20862,"Artiodactyla","Bovidae","Prostrepsiceros","woodwardi","\N","\N",8.9,5.3,41,23.5,"Greece","\N","\N","\N","\N","p","herbivore","\N","te","surficial","\N"
20588,"Artiodactyla","Giraffidae","Helladotherium","duvernoyi","\N","\N",7.1,5.3,41,23.5,"Greece","\N","\N","\N","1604972","p","herbivore","browse","te","surficial","\N"
20588,"Artiodactyla","Bovidae","Gazella","indet.","\N","\N",7.1,5.3,41,23.5,"Greece","\N","\N","\N","\N","p","herbivore","graze","te","surficial","\N"
20588,"Artiodactyla","Bovidae","Prostrepsiceros","woodwardi","\N","\N",7.1,5.3,41,23.5,"Greece","\N","\N","\N","\N","p","herbivore","\N","te","surficial","\N"
20588,"Perissodactyla","Equidae","Hipparion","indet.","\N","\N",7.1,5.3,41,23.5,"Greece","\N","\N","\N","\N","p","herbivore","graze","te","surficial","hyper_curs"
20996,"Carnivora","Mustelidae","Proputorius","sansaniensis","\N","\N",17.2,14.2,40.437093,23.093244,"Greece","Macedonia","\N","Antonios (ANT)","6000","o","omnivore","anim_dom","te","scansorial","gen_quad"
20996,"Carnivora","Hyaenidae","Protictitherium","crassum","\N","\N",17.2,14.2,40.437093,23.093244,"Greece","Macedonia","\N","Antonios (ANT)","12658","a","invert","mixed","te","scansorial","gen_quad"
20996,"Carnivora","Hyaenidae","Protictitherium","gaillardi","\N","\N",17.2,14.2,40.437093,23.093244,"Greece","Macedonia","\N","Antonios (ANT)","6000","a","invert","mixed","te","scansorial","gen_quad"
20996,"Carnivora","Percrocutidae","Percrocuta","indet.","\N","\N",17.2,14.2,40.437093,23.093244,"Greece","Macedonia","\N","Antonios (ANT)","\N","a","carnivore","m/bone","te","surficial","cursorial"
20996,"Artiodactyla","Suidae","Bunolistriodon","lockharti","\N","Listriodontinae",17.2,14.2,40.437093,23.093244,"Greece","Macedonia","\N","Antonios (ANT)","144032","p","herbivore","plant_dom","te","surficial","gen_quad"
20996,"Artiodactyla","Tragulidae","Dorcatherium","peneckei","\N","\N",17.2,14.2,40.437093,23.093244,"Greece","Macedonia","\N","Antonios (ANT)","60000","p","herbivore","browse","sa","surficial","\N"
20996,"Artiodactyla","Palaeomerycidae","Palaeomeryx","kaupi","\N","\N",17.2,14.2,40.437093,23.093244,"Greece","Macedonia","\N","Antonios (ANT)","111737","p","herbivore","\N","\N","\N","\N"
20996,"Artiodactyla","Bovidae","Hypsodontus","indet.","\N","\N",17.2,14.2,40.437093,23.093244,"Greece","Macedonia","\N","Antonios (ANT)","\N","p","herbivore","\N","te","surficial","\N"
20996,"Carnivora","Percrocutidae","indet.","indet.","\N","\N",17.2,14.2,40.437093,23.093244,"Greece","Macedonia","\N","Antonios (ANT)","\N","a","carnivore","m/bone","te","\N","\N"
20996,"Proboscidea","Gomphotheriidae","Gomphotherium","indet.","\N","\N",17.2,14.2,40.437093,23.093244,"Greece","Macedonia","\N","Antonios (ANT)","\N","p","herbivore","browse","te","surficial","graviportal"
20996,"Artiodactyla","Suidae","Sanitherium","schlagintweiti","\N","\N",17.2,14.2,40.437093,23.093244,"Greece","Macedonia","\N","Antonios (ANT)","22297","p","herbivore","\N","te","\N","\N"
20751,"Perissodactyla","Rhinocerotidae","Stephanorhinus","megarhinus","\N","\N",5,3.55,51.217,4.417,"Belgium","\N","\N","Antwerpen: Anvers","1719912","p","herbivore","browse","te","surficial","gen_quad"
20751,"Artiodactyla","Cervidae","Cervus","pardinensis","\N","\N",5,3.55,51.217,4.417,"Belgium","\N","\N","Antwerpen: Anvers","80000","p","herbivore","\N","te","surficial","\N"
20600,"Carnivora","Amphicyonidae","Pseudarctos","bavaricus","\N","\N",12.85,11.2,47.4516666666667,7.94305555555556,"Switzerland","Baselland","\N","\N","7573","o","omnivore","anim_dom","te","surficial","gen_quad"
